Reaction ID,Objective Value
R02671,21.947873799725635
R02672,21.947873799725635
R02678,21.947873799725635
R02701,21.947873799725635
R02706,21.947873799725635
R02720,21.947873799725635
R02748,21.947873799725638
R02752,21.947873799725617
R02777,21.947873799725617
R02778,21.947873799725617
R02782,21.947873799725617
R02788,21.947873799725617
R02807,21.947873799725617
R02840,21.947873799725617
R02853,21.947873799725617
R02855,21.947873799725617
R02857,21.947873799725617
R02858,21.947873799725617
R02864,21.947873799725617
R02869,21.947873799725617
R02894,21.947873799725617
R02908,21.947873799725617
R02912,21.947873799725617
R02914,21.947873799725617
R02919,21.947873799725617
R02922,21.947873799725617
R02923,21.947873799725617
R02926,21.947873799725617
R02933,21.947873799725617
R02940,21.947873799725617
R02946,21.947873799725617
R02957,21.947873799725617
R02971,21.947873799725617
R02984,21.947873799725617
R02991,21.947873799725617
R03004,21.947873799725617
R03005,21.947873799725617
R03014,21.947873799725617
R03018,-2.2324274671344896e-14
R03024,21.947873799725627
R03026,21.947873799725677
R03033,21.947873799725677
R03035,1.0023143729991583e-14
R03037,21.94787379972559
R03051,21.947873799725652
R03055,21.947873799725652
R03065,21.947873799725652
R03066,21.947873799725652
R03067,21.947873799725652
R03088,21.947873799725652
R03089,21.947873799725652
R03090,21.947873799725652
R03096,21.947873799725652
R03105,21.947873799725652
R03106,21.947873799725652
R03119,21.947873799725652
R03157,21.947873799725652
R03163,21.947873799725652
R03165,21.947873799725652
R03180,21.947873799725652
R03182,21.947873799725652
R03184,21.947873799725652
R03194,21.947873799725652
R03197,21.947873799725652
R03209,21.947873799725652
R03210,21.947873799725652
R03217,21.947873799725652
R03222,21.947873799725652
R03223,21.947873799725652
R03231,21.947873799725652
R03234,21.947873799725652
R03236,21.947873799725652
R03237,21.947873799725652
R03238,21.947873799725652
R03239,21.947873799725652
R03260,21.947873799725652
R03269,5.914796704141642e-14
R03276,21.947873799725695
R03283,21.947873799725627
R03291,21.947873799725627
R03293,21.947873799725627
R03307,21.947873799725627
R03319,21.947873799725627
R03327,21.947873799725627
R03346,21.947873799725627
R03347,21.947873799725627
R03348,21.947873799725627
R03371,21.947873799725627
R03387,21.947873799725627
R03408,21.947873799725627
R03409,21.947873799725627
R03458,21.947873799725627
R03459,21.947873799725627
R03470,21.947873799725627
R03471,21.947873799725627
