,ids,growth,status
274,{'R06917'},21.947873799725638,optimal
275,{'EX_C00186_e'},21.947873799725638,optimal
276,{'R02454'},21.947873799725638,optimal
277,{'EX_C00080_e'},20.270270270270256,optimal
278,{'R05640'},21.94787379972563,optimal
279,{'R08222'},21.947873799725645,optimal
280,{'R01255'},21.947873799725645,optimal
281,{'R01969'},21.69220807252322,optimal
282,{'R04831'},21.947873799725656,optimal
283,{'R00722'},21.94787379972564,optimal
284,{'R08159'},21.94787379972564,optimal
285,{'R07954'},21.94787379972564,optimal
286,{'R04534'},21.94787379972564,optimal
287,{'R05265'},21.94787379972564,optimal
288,{'R08176'},21.830394626364377,optimal
289,{'R06916'},21.947873799725595,optimal
290,{'R03067'},21.94787379972565,optimal
291,{'R07058'},21.94787379972565,optimal
292,{'R_Sulfate'},8.42489540135087e-15,optimal
293,{'R03896'},21.947873799725667,optimal
294,{'R06428'},8.893657113013983e-15,optimal
295,{'R08285'},21.947873799725595,optimal
296,{'R08267'},21.94787379972563,optimal
297,{'R07056'},21.94787379972563,optimal
298,{'R_L-Proline1'},21.94787379972563,optimal
299,{'R03313'},21.94787379972563,optimal
300,{'R01104'},21.94787379972563,optimal
301,{'R02484'},21.947873799725578,optimal
302,{'R03192'},21.947873799725695,optimal
303,{'R01068'},21.947873799725695,optimal
304,{'R07961'},21.947873799725695,optimal
305,{'R02701'},21.947873799725695,optimal
306,{'R01030'},21.947873799725695,optimal
307,{'R04509'},21.947873799725695,optimal
308,{'R01867'},21.947873799725695,optimal
309,{'R00127'},21.94787379972571,optimal
310,{'R05372'},21.947873799725546,optimal
311,{'R05823'},21.947873799725546,optimal
312,{'R02377'},21.947873799725546,optimal
313,{'R07044'},21.947873799725546,optimal
314,{'R08221'},21.947873799725546,optimal
315,{'R06944'},21.947873799725546,optimal
316,{'R08162'},21.947873799725546,optimal
317,{'EX_C00294_e'},21.94787379972559,optimal
318,{'R05653'},21.947873799725674,optimal
319,{'R03105'},21.947873799725674,optimal
320,{'R03096'},21.947873799725674,optimal
321,{'R08269'},21.947873799725674,optimal
322,{'EX_C00719_e'},21.947873799725674,optimal
323,{'R04172'},21.947873799725674,optimal
324,{'R03018'},1.1765178842065192e-14,optimal
325,{'R02520'},21.947873799725507,optimal
326,{'R00801'},21.947873799725578,optimal
327,{'R01717'},21.947873799725578,optimal
328,{'R00994'},21.947873799725638,optimal
329,{'R00694'},21.947873799725638,optimal
330,{'R07324'},21.947873799725638,optimal
331,{'R04439'},21.947873799725638,optimal
332,{'R00551'},21.947873799725638,optimal
333,{'EX_C00163_e'},-1.4966178255295027e-14,optimal
334,{'R07965'},21.947873799725876,optimal
335,{'R08326'},21.947873799725656,optimal
336,{'R03293'},21.947873799725656,optimal
337,{'R04724'},21.947873799725656,optimal
338,{'R03824'},21.947873799725656,optimal
339,{'R02748'},21.947873799725638,optimal
340,{'R08313'},21.947873799725627,optimal
341,{'R04783'},21.947873799725627,optimal
342,{'R00602'},21.947873799725627,optimal
343,{'R_N-Acetyl-D-glucosamine'},21.947873799725638,optimal
344,{'R07219'},21.947873799725638,optimal
345,{'R07627'},21.947873799725638,optimal
346,{'R_C150ACP'},21.947873799725638,optimal
347,{'R08303'},21.947873799725638,optimal
348,{'R07098'},21.947873799725638,optimal
349,{'EX_C00327_e'},21.947873799725638,optimal
350,{'R06783'},21.947873799725638,optimal
351,{'R01086'},21.947873799725638,optimal
352,{'R01329'},21.947873799725638,optimal
353,{'R00416'},21.947873799725638,optimal
354,{'R03632'},21.947873799725638,optimal
355,{'EX_C00095_e'},21.947873799725638,optimal
356,{'EX_C00059_e'},-6.380420352087427e-15,optimal
357,{'R04741'},21.94787379972565,optimal
358,{'R03084'},21.94787379972562,optimal
359,{'R05225'},21.94787379972562,optimal
360,{'R07080'},21.94787379972562,optimal
361,{'R_Propanoate'},7.072256358369816e-14,optimal
362,{'R01419'},21.94787379972565,optimal
363,{'R01397'},21.947873799725674,optimal
364,{'R00245'},21.947873799725674,optimal
365,{'EX_C00334_e'},21.947873799725592,optimal
366,{'R08036'},21.947873799725723,optimal
367,{'R08391'},21.947873799725723,optimal
368,{'R01183'},21.947873799725723,optimal
369,{'R02778'},21.947873799725723,optimal
370,{'EX_C00014_e'},21.947873799725723,optimal
371,{'R02894'},21.947873799725723,optimal
372,{'R02644'},21.947873799725723,optimal
373,{'R01366'},21.947873799725723,optimal
374,{'R02282'},21.947873799725723,optimal
375,{'R00197'},21.947873799725723,optimal
376,{'R00457'},21.947873799725723,optimal
377,{'R_2-Oxoglutarate'},21.815175221013924,optimal
378,{'R05706'},21.94787379972562,optimal
379,{'R06568'},21.94787379972564,optimal
380,{'R06731'},21.94787379972564,optimal
381,{'R00351'},21.78936942885439,optimal
382,{'R08637'},21.94787379972562,optimal
383,{'R06286'},21.947873799725638,optimal
384,{'R00573'},21.947873799725638,optimal
385,{'R04533'},21.947873799725638,optimal
386,{'R00260'},21.947873799725638,optimal
387,{'R00999'},21.947873799725638,optimal
388,{'R02908'},21.947873799725638,optimal
389,{'R02855'},21.947873799725638,optimal
390,{'R03346'},21.947873799725638,optimal
391,{'R08359'},21.947873799725638,optimal
392,{'R01983'},21.947873799725638,optimal
393,{'R04306'},21.947873799725638,optimal
394,{'R08178'},21.947873799725638,optimal
395,{'R01677'},21.947873799725638,optimal
396,{'R08198'},21.947873799725638,optimal
397,{'R01504'},21.947873799725638,optimal
398,{'R00856'},21.947873799725638,optimal
399,{'R04318'},21.947873799725638,optimal
400,{'R06436'},21.947873799725638,optimal
401,{'R08116'},21.947873799725638,optimal
402,{'R_Peptide'},21.947873799725638,optimal
403,{'R00699'},21.947873799725638,optimal
404,{'R01194'},21.947873799725638,optimal
405,{'R05420'},21.947873799725638,optimal
406,{'R02301'},21.947873799725638,optimal
407,{'R00895'},21.947873799725638,optimal
408,{'EX_C00031_e'},21.947873799725638,optimal
409,{'R00926'},21.947873799725638,optimal
410,{'R03291'},21.947873799725638,optimal
411,{'R05341'},21.947873799725638,optimal
412,{'R05763'},21.947873799725638,optimal
413,{'R03774'},21.947873799725638,optimal
414,{'R00369'},21.947873799725638,optimal
415,{'R08286'},21.947873799725638,optimal
416,{'R00707'},21.815175221013753,optimal
417,{'R05198'},21.947873799725606,optimal
418,{'R_TAG'},21.947873799725635,optimal
419,{'EX_C00244_e'},21.947873799725635,optimal
420,{'R02088'},21.947873799725635,optimal
421,{'R03119'},21.947873799725635,optimal
422,{'R01186'},21.947873799725635,optimal
423,{'R01518'},16.26016260162596,optimal
424,{'R04378'},21.947873799725674,optimal
425,{'R06412'},21.947873799725638,optimal
426,{'R00943'},21.947873799725638,optimal
427,{'R04095'},21.947873799725638,optimal
428,{'R08237'},21.947873799725638,optimal
429,{'R06859'},21.947873799725638,optimal
430,{'R00264'},21.947873799725638,optimal
431,{'R02354'},21.947873799725638,optimal
432,{'R01056'},21.947873799725638,optimal
