Metabolite ID,Name,Formula/Composition,Compartment,PubChem ID
C01563,Carbamate,CH3NO2,Cytosol,4721
C20969,Carboxyphosphate,CH3O6P,Cytosol,254741428
C00438,N-Carbamoyl-L-aspartate,C5H8N2O5,Cytosol,3727
C02637,3-Dehydroshikimate,C7H8O5,Cytosol,5617
C00493,Shikimate,C7H10O5,Cytosol,3776
C03175,Shikimate 3-phosphate,C7H11O8P,Cytosol,6057
C01269,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C10H13O10P,Cytosol,4488
C02995,Maltose 6'-phosphate,C12H23O14P,Cytosol,5904
C01451,Salicin,C13H18O7,Cytosol,4628
C06186,Arbutin,C12H16O7,Cytosol,8437
C02713,N-Acetylmuramate,C11H19NO8,Cytosol,5676
C04677,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,C9H15N4O8P,Cytosol,7258
C04051,5-Amino-4-imidazolecarboxyamide,C4H6N4O,Cytosol,6752
C03892,Phosphatidylglycerophosphate,C8H14O13P2R2,Cytosol,6624
C01260,"P1,P4-Bis(5'-adenosyl)tetraphosphate",C20H28N10O19P4,Cytosol,4479
G10610,Glycan,(UDP-GlcNAc)1,Cytosol,
G12573,Glycan,(GlcNAc)1 (Ser/Thr)1,Cytosol,
C19802,[Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine,C12H19N3O8R2,Cytosol,135626269
C00942,"3',5'-Cyclic GMP",C10H12N5O7P,Cytosol,4194
C03912,(S)-1-Pyrroline-5-carboxylate,C5H7NO2,Cytosol,6642
C04281,L-1-Pyrroline-3-hydroxy-5-carboxylate,C5H7NO3,Cytosol,6943
C05947,L-erythro-4-Hydroxyglutamate,C5H9NO5,Cytosol,8231
C05938,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,Cytosol,8224
C00148,L-Proline,C5H9NO2,Cytosol,3448
C01286,2-Dehydro-3-deoxy-6-phospho-D-galactonate,C6H11O9P,Cytosol,4505
C01213,(R)-Methylmalonyl-CoA,C25H40N7O19P3S,Cytosol,4435
C11521,UDP-6-sulfoquinovose,C15H24N2O19P2S,Cytosol,13689
C05629,Phenylpropanoate,C9H10O2,Cytosol,7943
C11588,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",C9H12O4,Cytosol,13753
C12622,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",C9H10O4,Cytosol,583012
C01302,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H16NO9P,Cytosol,4520
C04896,5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide,C15H25N5O15P2,Cytosol,7447
C04916,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide,C15H25N5O15P2,Cytosol,7464
C04666,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H11N2O6P,Cytosol,7249
C00860,L-Histidinol,C6H11N3O,Cytosol,4117
C01929,L-Histidinal,C6H9N3O,Cytosol,5035
C03722,Quinolinate,C7H5NO4,Cytosol,6487
C05840,Iminoaspartate,C4H5NO4,Cytosol,8133
C05933,N(omega)-Hydroxyarginine,C6H14N4O3,Cytosol,8221
C00533,Nitric oxide,NO,Cytosol,3815
C01050,UDP-N-acetylmuramate,C20H31N3O19P2,Cytosol,4292
C01212,UDP-N-acetylmuramoyl-L-alanine,C23H36N4O20P2,Cytosol,4434
C05897,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C87H143N7O23P2,Cytosol,8185
C04851,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol,C86H143N7O21P2,Cytosol,7408
G10552,Glycan,(MurNAc)1 (D-Ala-D-Ala-Lys-gamma-D-Glu-Ala)1 (PP-Und)1,Cytosol,
G10553,Glycan,(GlcNAc)1 (MurNAc)1 (D-Ala-D-Ala-Lys-gamma-D-Glu-Ala)1 (PP-Und)1,Cytosol,
G10556,Glycan,(MurNAc)1 (D-Ala-D-Ala-A2pm-gamma-D-Glu-Ala)1 (PP-Und)1,Cytosol,
C00692,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,C28H43N5O23P2,Cytosol,3960
C04702,UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),C40H65N9O26P2,Cytosol,7277
C04882,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,C41H65N9O28P2,Cytosol,7434
C05892,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,C34H55N7O24P2,Cytosol,8180
C00993,D-Alanyl-D-alanine,C6H12N2O3,Cytosol,4239
C04877,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate",C35H55N7O26P2,Cytosol,7429
C00748,Siroheme,C42H44FeN4O16,Cytosol,4010
C05778,Sirohydrochlorin,C42H46N4O16,Cytosol,8073
C02463,Precorrin 2,C42H48N4O16,Cytosol,5480
C00175,Cobalt ion,Co,Cytosol,3475
C11538,Cobalt-sirohydrochlorin,C42H44CoN4O16,Cytosol,13705
C06408,Precorrin 8X,C45H60N4O14,Cytosol,8643
C06399,Hydrogenobyrinate,C45H60N4O14,Cytosol,8635
C11545,Cobalt-precorrin 8,C45H59CoN4O14,Cytosol,13712
C05773,Cobyrinate,C45H59CoN4O14,Cytosol,8068
C06406,Precorrin 3B,C43H50N4O17,Cytosol,8641
C06407,Precorrin 4,C44H52N4O17,Cytosol,8642
C11539,Cobalt-precorrin 3,C43H48CoN4O16,Cytosol,13706
C11540,Cobalt-precorrin 4,C44H50CoN4O16,Cytosol,13707
C16242,Cobalt-precorrin 5A,C45H52CoN4O16,Cytosol,47205550
C16243,Cobalt-precorrin 5B,C43H50CoN4O16,Cytosol,47205551
C17401,Cobalt-factor III,C43H46CoN4O16,Cytosol,96023754
C06319,Precorrin 6Y,C44H56N4O16,Cytosol,8555
C11543,Cobalt-dihydro-precorrin 6,C44H55CoN4O16,Cytosol,13710
C16244,Cobalt-precorrin 7,C44H57CoN4O14,Cytosol,47205552
C11542,Cobalt-precorrin 6,C44H53CoN4O16,Cytosol,13709
C06416,Precorrin 5,C45H54N4O17,Cytosol,8651
C05772,Precorrin 3A,C43H50N4O16,Cytosol,8067
C06503,"Hydrogenobyrinate a,c diamide",C45H62N6O12,Cytosol,8734
C06504,"Cob(II)yrinate a,c diamide",C45H61CoN6O12,Cytosol,8735
C00853,Cob(I)alamin,C62H89CoN13O14P,Cytosol,4110
C06505,"Cob(I)yrinate a,c diamide",C45H61CoN6O12,Cytosol,8736
C06506,"Adenosyl cobyrinate a,c diamide",C55H73CoN11O15,Cytosol,8737
C05774,Cobinamide,C48H72CoN11O8,Cytosol,8069
C02869,Oxidized flavodoxin,,Cytosol,5805
C02745,Reduced flavodoxin,,Cytosol,5705
C03284,L-3-Aminoisobutanoate,C4H9NO2,Cytosol,6143
C06206,Benzoyl phosphate,C7H7O5P,Cytosol,8456
C20856,2-Hydroxy-5-methyl-1-naphthoate,C12H10O3,Cytosol,254741322
C20857,"2,7-Dihydroxy-5-methyl-1-naphthoate",C12H10O4,Cytosol,254741323
C19156,(2S)-2-Phospholactate,C3H7O6P,Cytosol,124489828
C19155,(2S)-Lactyl-2-diphospho-5'-guanosine,C13H19N5O13P2,Cytosol,124489827
C22297,Enolpyruvoyl-2-diphospho-5'-guanosine,C13H17N5O13P2,Cytosol,497619663
C02612,(R)-2-Methylmalate,C5H8O5,Cytosol,5597
C02226,2-Methylmaleate,C5H6O4,Cytosol,5291
C02631,2-Isopropylmaleate,C7H10O4,Cytosol,5611
C17210,2-(2'-Methylthio)ethylmalic acid,C7H12O5S,Cytosol,96023618
C17212,3-(2'-Methylthio)ethylmalic acid,C7H12O5S,Cytosol,96023620
C17214,2-(3'-Methylthio)propylmalic acid,C8H14O5S,Cytosol,96023622
C17215,3-(3'-Methylthio)propylmalic acid,C8H14O5S,Cytosol,96023623
C17218,2-(4'-Methylthio)butylmalic acid,C9H16O5S,Cytosol,96023626
C17219,3-(4'-Methylthio)butylmalic acid,C9H16O5S,Cytosol,96023627
C17222,2-(5'-Methylthio)pentylmalic acid,C10H18O5S,Cytosol,96023630
C17223,3-(5'-Methylthio)pentylmalic acid,C10H18O5S,Cytosol,96023631
C17226,2-(6'-Methylthio)hexylmalic acid,C11H20O5S,Cytosol,96023634
C17227,3-(6'-Methylthio)hexylmalic acid,C11H20O5S,Cytosol,96023635
C17230,2-(7'-Methylthio)heptylmalic acid,C12H22O5S,Cytosol,96023638
C17231,3-(7'-Methylthio)heptylmalic acid,C12H22O5S,Cytosol,96023639
C06241,N-Acetylneuraminate 9-phosphate,C11H20NO12P,Cytosol,8482
C01641,tRNA(Glu),,Cytosol,4790
C02987,L-Glutamyl-tRNA(Glu),C20H28N6O13PR(C5H8O6PR)n,Cytosol,5896
C15811,[Enzyme]-cysteine,C4H6N2O2SR2,Cytosol,47205136
C15812,[Enzyme]-S-sulfanylcysteine,C4H6N2O2S2R2,Cytosol,47205137
C00718,Amylose,(C6H10O5)n,Cytosol,3984
C00275,D-Mannose 6-phosphate,C6H13O9P,Cytosol,3572
C18026,(2S)-Ethylmalonyl-CoA,C26H42N7O19P3S,Cytosol,96024246
C20238,(2R)-Ethylmalonyl-CoA,C26H42N7O19P3S,Cytosol,163311981
C02954,6-Aminopenicillanate,C8H12N2O3S,Cytosol,5872
C00089,Sucrose,C12H22O11,Cytosol,3389
G00370,Glycan,(Fruf)1 (Glc)1,Cytosol,
C04631,UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,C20H29N3O19P2,Cytosol,7220
C01289,N-Acetyl-D-glucosaminyldiphosphoundecaprenol,C63H105NO12P2,Cytosol,4508
C02970,Decaprenol phosphate,C50H83O4P,Cytosol,5883
C20390,"N-Acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol",C58H97NO12P2,Cytosol,163312128
G13118,Glycan,(GlcNAc)1 (PP-C50)1,Cytosol,
G13164,Glycan,(GlcNAc)1 (PP-Und)1,Cytosol,
C00596,"2-Hydroxy-2,4-pentadienoate",C5H6O3,Cytosol,3873
C04479,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",C9H10O6,Cytosol,7099
C12624,2-Hydroxy-6-ketononatrienedioate,C9H8O6,Cytosol,583014
C00263,L-Homoserine,C4H9NO3,Cytosol,3561
C15613,"(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",C48H80N7O20P3S,Cytosol,17396604
C17343,"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",C48H80N7O20P3S,Cytosol,96023700
C17345,"(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",C48H80N7O19P3S,Cytosol,96023701
C17346,"(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",C48H80N7O19P3S,Cytosol,96023702
C23011,(25R)-3-Oxocholest-4-en-26-oyl-CoA,C48H76N7O18P3S,Cytosol,507530370
C20840,(25S)-3-Oxocholest-4-en-26-oyl-CoA,C48H76N7O18P3S,Cytosol,254741306
C16848,6-Deoxy-5-ketofructose 1-phosphate,C6H11O8P,Cytosol,96023372
C16849,Hydroxypyruvaldehyde phosphate,C3H5O6P,Cytosol,96023373
C03508,L-2-Amino-3-oxobutanoic acid,C4H7NO3,Cytosol,6318
C03680,4-Imidazolone-5-propanoate,C6H8N2O3,Cytosol,6455
C00439,N-Formimino-L-glutamate,C6H10N2O4,Cytosol,3728
C01045,N-Formyl-L-glutamate,C6H9NO5,Cytosol,4287
C00785,Urocanate,C6H6N2O2,Cytosol,4043
C11907,dTDP-4-oxo-6-deoxy-D-glucose,C16H24N2O15P2,Cytosol,14069
C00688,dTDP-4-dehydro-beta-L-rhamnose,C16H24N2O15P2,Cytosol,3957
C00422,Triacylglycerol,C6H5O6R3,Cytosol,3712
C01629,Wax ester,,Cytosol,4779
C00636,D-Mannose 1-phosphate,C6H13O9P,Cytosol,3909
C19153,Coenzyme F420-0,C19H22N3O12P,Cytosol,124489825
C22277,Dehydro coenzyme F420-0,C19H20N3O12P,Cytosol,497619661
C20416,"alpha-L-Rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol",C64H107NO16P2,Cytosol,163312153
C15667,5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole,C9H14N3O9P,Cytosol,47204994
C04751,1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,C9H14N3O9P,Cytosol,7321
C04675,3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA,C32H52N7O20P3S,Cytosol,7256
C16466,7-Methyl-3-oxo-6-octenoyl-CoA,C30H48N7O18P3S,Cytosol,47205762
C05921,Biotinyl-5'-AMP,C20H28N7O9PS,Cytosol,8209
C06249,Apo-[carboxylase],C7H13N3O2R2,Cytosol,8488
C01825,L-Galactose,C6H12O6,Cytosol,4948
C01115,"L-Galactono-1,4-lactone",C6H10O6,Cytosol,4347
C01019,L-Fucose,C6H12O5,Cytosol,4264
C18028,"L-Fucono-1,5-lactone",C6H10O5,Cytosol,96024248
C01720,L-Fuconate,C6H12O6,Cytosol,4857
C03827,2-Dehydro-3-deoxy-L-fuconate,C6H10O5,Cytosol,6570
C00309,D-Ribulose,C5H10O5,Cytosol,3603
C00620,alpha-D-Ribose 1-phosphate,C5H11O8P,Cytosol,3894
C00294,Inosine,C10H12N4O5,Cytosol,3588
C00672,2-Deoxy-D-ribose 1-phosphate,C5H11O7P,Cytosol,3941
C00387,Guanosine,C10H13N5O5,Cytosol,3677
C03150,Nicotinamide-beta-riboside,C11H15N2O5,Cytosol,6038
C05841,Nicotinate D-ribonucleoside,C11H14NO6,Cytosol,8134
C01762,Xanthosine,C10H12N4O6,Cytosol,4895
C00559,Deoxyadenosine,C10H13N5O3,Cytosol,3839
C05512,Deoxyinosine,C10H12N4O4,Cytosol,7859
C15586,N-D-Ribosylpurine,C10H12N4O4,Cytosol,17396578
C15587,Purine,C5H4N4,Cytosol,17396579
C20463,Purine deoxyribonucleoside,C10H12N4O3,Cytosol,163312200
C00214,Thymidine,C10H14N2O5,Cytosol,3514
C00526,Deoxyuridine,C9H12N2O5,Cytosol,3809
C12739,5'-Deoxy-5-fluorouridine,C9H11FN2O5,Cytosol,583128
C16637,5-Deoxyribose-1-phosphate,C5H11O7P,Cytosol,51090963
C11736,5-Fluorodeoxyuridine,C9H11FN2O5,Cytosol,13901
C00475,Cytidine,C9H13N3O5,Cytosol,3758
C00299,Uridine,C9H12N2O6,Cytosol,3593
C00881,Deoxycytidine,C9H13N3O4,Cytosol,4137
C16635,5'-Deoxy-5-fluorocytidine,C9H12FN3O4,Cytosol,51090961
C09822,Cyclohexane-1-carboxylate,C7H12O2,Cytosol,12010
C04404,trans-4-Hydroxycyclohexanecarboxylate,C7H12O3,Cytosol,7040
C05379,Oxalosuccinate,C6H6O7,Cytosol,7753
C15532,N-Acetyl-L-citrulline,C8H15N3O4,Cytosol,17396524
C04734,1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,C10H15N4O9P,Cytosol,7305
C03838,5'-Phosphoribosylglycinamide,C7H15N2O8P,Cytosol,6578
C04376,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,Cytosol,7017
C01089,(R)-3-Hydroxybutanoate,C4H8O3,Cytosol,4324
C16618,6-Thioxanthine 5'-monophosphate,C10H13N4O8PS,Cytosol,51090944
C11821,5-Hydroxyisourate,C5H4N4O4,Cytosol,13985
C12248,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C5H6N4O5,Cytosol,14393
C16361,"1,3,7-Trimethyluric acid",C8H10N4O3,Cytosol,47205669
C16362,"3,6,8-Trimethylallantoin",C7H12N4O3,Cytosol,47205670
C00302,Glutamate,C5H9NO4,Cytosol,3596
C05527,3-Sulfinylpyruvate,C3H4O5S,Cytosol,7870
C05946,(4R)-4-Hydroxy-2-oxoglutarate,C5H6O6,Cytosol,8230
C19847,Demethylmenaquinol,C15H16O2(C5H8)n,Cytosol,135626314
C19858,"2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol",C12H16O3(C5H8)n,Cytosol,135626325
C03160,2-Succinylbenzoyl-CoA,C32H44N7O20P3S,Cytosol,6045
C05847,all-trans-Polyprenyl diphosphate,C5H12O7P2(C5H8)n,Cytosol,8140
C00430,5-Aminolevulinate,C5H9NO3,Cytosol,3719
C03741,(S)-4-Amino-5-oxopentanoate,C5H9NO3,Cytosol,6504
C00931,Porphobilinogen,C10H14N2O4,Cytosol,4184
C01157,Hydroxyproline,C5H9NO3,Cytosol,4385
C03231,3-Methylglutaconyl-CoA,C27H42N7O19P3S,Cytosol,6102
C04640,2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine,C8H16N3O8P,Cytosol,7229
C03090,5-Phosphoribosylamine,C5H12NO7P,Cytosol,5988
C00819,D-Glutamine,C5H10N2O3,Cytosol,4077
C04823,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole,C13H19N4O12P,Cytosol,7384
C03794,"N6-(1,2-Dicarboxyethyl)-AMP",C14H18N5O11P,Cytosol,6543
C22395,N6-Succino-2-amino-2'-deoxyadenylate,C14H19N6O10P,Cytosol,497619755
C05519,L-Allothreonine,C4H9NO3,Cytosol,7864
C00447,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,Cytosol,3735
C03431,S-Inosyl-L-homocysteine,C14H19N5O6S,Cytosol,6258
C19787,5'-S-Methyl-5'-thioinosine,C11H14N4O4S,Cytosol,135626254
C16327,OPC8-CoA,C39H64N7O18P3S,Cytosol,47205635
C16168,"(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA",C45H70N7O17P3S,Cytosol,47205478
C16374,"(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA",C45H68N7O17P3S,Cytosol,47205682
C16172,"(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA",C45H72N7O17P3S,Cytosol,47205482
C16387,"(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA",C45H70N7O17P3S,Cytosol,47205685
C00956,L-2-Aminoadipate,C6H11NO4,Cytosol,4207
C04089,UDP-4-dehydro-6-deoxy-D-glucose,C15H22N2O16P2,Cytosol,6781
C17328,UDP-4-keto-rhamnose,C15H22N2O16P2,Cytosol,96023692
C02199,UDP-L-rhamnose,C15H24N2O16P2,Cytosol,5267
C11930,"dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose",C16H22N2O14P2,Cytosol,14091
C11922,"dTDP-4-oxo-2,6-dideoxy-D-glucose",C16H24N2O14P2,Cytosol,14083
C18032,"dTDP-4-oxo-2,3,6-trideoxy-D-glucose",C16H24N2O13P2,Cytosol,96024252
C18033,"dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose",C16H27N3O12P2,Cytosol,96024253
C18034,dTDP-D-forosamine,C18H31N3O12P2,Cytosol,96024254
C_AGL,AGL,AGL,Cytosol,
C_Spinosad,Spinosad,Spinosad,Cytosol,
C_Spinosad_e,Spinosad,Spinosad,e,
C00245_e,Taurine_e,test,e,
C06232_e,Molybdate_e,test,e,
C14819_e,Fe3+_e,test,e,
C00378_e,Thiamine_e,test,e,
C00719_e,Betaine_e,test,e,
C00114_e,Choline_e,test,e,
C00059_e,Sulfate_e,test,e,
C00244_e,Nitrate_e,test,e,
C00208_e,maltose_e,test,e,
C00794_e,D-Sorbitol_e,test,e,
C00185_e,Cellobiose_e,test,e,
C00121_e,D-Ribose_e,test,e,
C00025_e,L-Glutamate_e,test,e,
C00012_e,Peptide_e,test,e,
C00175_e,Cobalt ion_e,test,e,
C00140_e,N-Acetyl-D-glucosamine_e,test,e,
C00095_e,D-Fructose_e,test,e,
C_Spinosad_e,Spinosad_e,test,e,
C00014_e,NH3_e,test,e,
C00001_e,H2O_e,test,e,
C00007_e,Oxygen_e,test,e,
C00011_e,CO2_e,test,e,
C00058_e,Formate_e,test,e,
C02323_e,Salicyl alcohol_e,test,e,
C00160_e,Glycolate_e,test,e,
C00084_e,Acetaldehyde_e,test,e,
C00327_e,L-Citrulline_e,test,e,
C00067_e,Formylanthranilate_e,test,e,
C00116_e,Glycerol_e,test,e,
C00184_e,Glycerone_e,test,e,
C00242_e,Guanine_e,test,e,
C00262_e,Hypoxanthine_e,test,e,
C00577_e,D-Glyceraldehyde_e,test,e,
C00086_e,Urea_e,test,e,
C00385_e,Xanthine_e,test,e,
C00033_e,Acetate_e,test,e,
C00147_e,Adenine_e,test,e,
C00212_e,Adenosine_e,test,e,
C00026_e,2-Oxoglutarate_e,test,e,
C00049_e,L-Aspartate_e,test,e,
C00158_e,Citrate_e,test,e,
C00475_e,Cytidine_e,test,e,
C00380_e,Cytosine_e,test,e,
C00559_e,Deoxyadenosine_e,test,e,
C00133_e,D-Alanine_e,test,e,
C00881_e,Deoxycytidine_e,test,e,
C00330_e,Deoxyguanosine_e,test,e,
C05512_e,Deoxyinosine_e,test,e,
C00740_e,D-Serine_e,test,e,
C00214_e,Thymidine_e,test,e,
C00526_e,Deoxyuridine_e,test,e,
C00469_e,Ethanol_e,test,e,
C00122_e,Fumarate_e,test,e,
C00334_e,4-Aminobutanoate_e,test,e,
C00124_e,D-Galactose_e,test,e,
C00064_e,L-Glutamate_e,test,e,
C00031_e,D-Glucose_e,test,e,
C00257_e,D-Gluconic acid_e,test,e,
C00037_e,Glycine_e,test,e,
C00387_e,Guanosine_e,test,e,
C00135_e,L-Histidine_e,test,e,
C00407_e,L-Isoleucine_e,test,e,
C00294_e,Inosine_e,test,e,
C00204_e,2-Dehydro-3-deoxy-D-gluconate_e,test,e,
C00256_e,(R)-Lactate_e,test,e,
C00123_e,L-Leucine_e,test,e,
C00186_e,(S)-Lactate_e,test,e,
C00047_e,L-Lysine_e,test,e,
C00149_e,(S)-Malate_e,test,e,
C00079_e,L-Phenylalanine_e,test,e,
C00009_e,Orthophosphate_e,test,e,
C00148_e,L-Proline_e,test,e,
C00163_e,Propanoate_e,test,e,
C00022_e,Pyruvate_e,test,e,
C00065_e,L-Serine_e,test,e,
C00042_e,Succinate_e,test,e,
C00188_e,L-Threonine_e,test,e,
C00078_e,L-Tryptophan_e,test,e,
C00106_e,Uracil_e,test,e,
C00105_e,Uridine_e,test,e,
C00183_e,L-Valine_e,test,e,
C00080_e,H+_e,test,e,
