Metabolite ID,Name,Formula/Composition,Compartment,PubChem ID,Canonical SMILES
C00536,Triphosphate,H5P3O10,Cytosol,3818,COC1=C(C=C(C=C1)CCNCC(C2=CC=C(C=C2)O)O)OC
C00195,N-Acylsphingosine,C19H36NO3R,Cytosol,3495,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
C00319,Sphingosine,C18H37NO2,Cytosol,3613,C1=CC(=C(C=C1C=CC2=CC(=O)C=C(O2)O)O)O
C12126,Dihydroceramide,C19H38NO3R,Cytosol,14273,C1=CC=NC(=C1)C=O
C00836,Sphinganine,C18H39NO2,Cytosol,4094,CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=O)C(=C(N)O)C1=O)O)O)O
C12145,Phytoceramide,C19H38NO4R,Cytosol,14292,CC1(CC(=O)NC(=O)C1)C
C12144,Phytosphingosine,C18H39NO3,Cytosol,14291,CC1CC(=CC(=O)C1)C
C00683,(S)-Methylmalonyl-CoA,C25H40N7O19P3S,Cytosol,3952,CCC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3
C04419,Carboxybiotin-carboxyl-carrier protein,C18H26N5O6SR2,Cytosol,7051,CCCCN(C1=CC=CC=C1)C(=O)C
C06250,Holo-[carboxylase],C17H27N5O4SR2,Cytosol,8489,C1=CC(=CC(=C1)Cl)[N+](=O)[O-]
C00173,Acyl-[acyl-carrier protein],C3H4OSR2,Cytosol,3473,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
C01209,Malonyl-[acyl-carrier protein],C3H3O3SR,Cytosol,4431,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O
C00229,Acyl-carrier protein,HSR,Cytosol,3528,CC(=CCCC(=CCC1CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C(C2=O)(C1(C)C)CC=C(C)C)CC=C(C)CCC=C(C)C)C)C
C03939,Acetyl-[acyl-carrier protein],C2H3OSR,Cytosol,6663,CCC1=CC2=C(C=C1)C(CCC2(C)C)(C)C
C05745,Butyryl-[acp],C4H7OSR,Cytosol,8040,CC(=O)OOC(=O)C
C05749,Hexanoyl-[acp],C6H11OSR,Cytosol,8044,CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC
C05752,Octanoyl-[acp],C8H15OSR,Cytosol,8047,CCCCCCCCCCCCCC(=O)OCCCC
C05755,Decanoyl-[acp],C10H19OSR,Cytosol,8050,CCCCCCCCCC(=O)OC
C05761,Tetradecanoyl-[acp],C14H27OSR,Cytosol,8056,C(CCBr)CBr
C05764,Hexadecanoyl-[acp],C16H31OSR,Cytosol,8059,C(CCCl)CCl
C19673,Malonyl-[acp] methyl ester,C4H5O3SR,Cytosol,135626141,CC(C(C(=O)N)NC(=O)C(C)NC(=O)C(CC1=CC=CC=C1)CC(C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)O)O
C20375,Glutaryl-[acp] methyl ester,C6H9O3SR,Cytosol,163312113,CC1=C(C=CC(=C1)OCC2=NC3=C(CCN3)C=C2)C(C)C
C02247,Anthraniloyl-CoA,C28H41N8O17P3S,Cytosol,5310,CC1CCC2C3C1(CC2(C)C)C(=C)C(=O)C3
C21873,2-Methylquinolin-4-ol,C10H9NO,Cytosol,,
C00068,Thiamin diphosphate,C12H19N4O7P2S,Cytosol,3368,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N
C05125,2-(alpha-Hydroxyethyl)thiamine diphosphate,C14H23N4O8P2S,Cytosol,7546,C1=CC=C(C=C1)NC2=CC(=CC=C2)O
C15972,Enzyme N6-(lipoyl)lysine,C8H14NOS2R,Cytosol,47205285,CC(C(=O)NNC(=O)C1=CC=C(C=C1)Cl)N2C=CN=C2
C16255,[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,C10H18NO2S2R,Cytosol,47205563,CSC1=CC=C(C=C1)NC(=O)CN2CCS(=O)(=O)CC2
C00353,Geranylgeranyl diphosphate,C20H36O7P2,Cytosol,3646,CN1CCC2=CC3=C(C(=C2C1)OC)OCO3
C04691,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,C7H13O10P,Cytosol,7271,C1=C(C(=CC(=C1Cl)Cl)Cl)O
C01879,5-Oxoproline,C5H7NO3,Cytosol,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
C06507,Adenosyl cobyrinate hexaamide,C55H77CoN15O11,Cytosol,8738,CCCCOC(=O)C(C)O
C04122,D-1-Aminopropan-2-ol O-phosphate,C3H10NO4P,Cytosol,6809,C1=CC=C2C(=C1)C(=O)NC2=O
C06509,Adenosyl cobinamide phosphate,C58H85CoN16O14P,Cytosol,8740,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O
C03194,(R)-1-Aminopropan-2-ol,C3H9NO,Cytosol,6071,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
C06508,Adenosyl cobinamide,C58H84CoN16O11,Cytosol,8739,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N
C04778,"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole",C14H19N2O7P,Cytosol,7342,CCOC(=O)C(C)C
C05775,alpha-Ribazole,C14H18N2O4,Cytosol,8070,CNCCNC
C00143,"5,10-Methylenetetrahydrofolate",C20H23N7O6,Cytosol,3443,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C
C00966,2-Dehydropantoate,C6H10O4,Cytosol,4217,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=C3Cl
C16236,[Protein]-N6-(octanoyl)-L-lysine,C8H16NOR,Cytosol,47205544,CC(C)(C)NC(=O)CNC(=O)CN1CCS(=O)(=O)CC1
C22154,[Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster,,Cytosol,405226345,
C22150,Reduced [2Fe-2S] ferredoxin,,Cytosol,405226341,
C16832,[Protein]-N6-[(R)-dihydrolipoyl]-L-lysine,C8H16NOS2R,Cytosol,96023356,C1CNC(C2=CC(=C(C=C21)F)O)C(C3=CC=CC=C3F)O
C22155,[Fe-S] cluster scaffold protein,,Cytosol,405226346,
C22151,Oxidized [2Fe-2S] ferredoxin,,Cytosol,405226342,
C22160,[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine,C8H16NOR,Cytosol,405226351,
C15973,Enzyme N6-(dihydrolipoyl)lysine,C8H16NOS2R,Cytosol,47205286,C1CC1NC(=O)CN2CCS(=O)(=O)CC2
C22159,[Glycine cleavage system H]-N6-octanoyl-L-lysine,C8H16NOR,Cytosol,405226350,
C02972,Dihydrolipoylprotein,C8H16NOS2R,Cytosol,5884,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O
C16240,[Lipoyl-carrier protein]-L-lysine,NH2R,Cytosol,47205548,CC(C(=O)NNC(=O)CC1=CC=C(C=C1)Cl)S(=O)(=O)C
C16239,Lipoyl-[acp],C8H13OS3R,Cytosol,47205547,CC(C(=O)NNC(=O)CC1=CC=C(C=C1)F)S(=O)(=O)C
C16237,Protein N6-(lipoyl)lysine,C8H14NOS2R,Cytosol,47205545,CC1=CC(=NO1)NC(=O)C(=O)NC2=NN(C=C2)C
C22158,Lipoyl-carrier protein E2,NH2R,Cytosol,405226349,
C22157,Glycine cleavage system H,NH2R,Cytosol,405226348,
C00630,2-Methylpropanoyl-CoA,C25H42N7O17P3S,Cytosol,3903,CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)N
C02939,3-Methylbutanoyl-CoA,C26H44N7O17P3S,Cytosol,5858,CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O
C00579,Dihydrolipoamide,C8H17NOS2,Cytosol,3858,C1=CC=C(C=C1)CC(CC(=O)O)C(=O)O
C00248,Lipoamide,C8H15NOS2,Cytosol,3547,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
C00322,2-Oxoadipate,C6H8O5,Cytosol,3616,CC(=O)NCCCCCCNC(=O)C
C00527,Glutaryl-CoA,C26H42N7O19P3S,Cytosol,3810,CN(C)C1=CC=C(C=C1)C(=O)NCCCCC(=O)NO
C15980,(S)-2-Methylbutanoyl-CoA,C26H44N7O17P3S,Cytosol,47205293,C1=CC(=C(C=C1F)Cl)OCC(=O)NCC2=CC=NN2
C02051,Lipoylprotein,C8H14NOS2R,Cytosol,5140,CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)[NH3+]
C00123,L-Leucine,C6H13NO2,Cytosol,3423,CC1=C(C(=C(N1)C)C(=O)OC)C(=O)C2=CC=CC=C2CC3=CC=CC=C3
C00183,L-Valine,C5H11NO2,Cytosol,3483,C1(C2C(C(C(=O)O2)O)OC1O)O
C00407,L-Isoleucine,C6H13NO2,Cytosol,3697,C1=C(C2=C(N1)C(=O)N=C(N2)N)C3C(C(C(N3)COP(=O)(O)O)O)O
C17211,2-Oxo-5-methylthiopentanoic acid,C6H10O3S,Cytosol,96023619,C1CNC(C2=C1C=CC(=C2F)O)C3=NC=CN=C3
C17213,Homomethionine,C6H13NO2S,Cytosol,96023621,C1CNC(C2=CC(=C(C=C21)F)O)C3=NC=CN=C3
C00161,2-Oxo acid,C2HO3R,Cytosol,3461,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
C17216,2-Oxo-6-methylthiohexanoic acid,C7H12O3S,Cytosol,96023624,CN(C)C1=CC=CC(=C1)C2C3=CC(=C(C=C3CCN2)F)O
C17217,Dihomomethionine,C7H15NO2S,Cytosol,96023625,CN(C)C1=CC=CC(=C1)C2C3=CC(=C(C=C3CCN2)F)O
C02356,(S)-2-Aminobutanoate,C4H9NO2,Cytosol,5403,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
C00194,Cobamide coenzyme,C72H100CoN18O17P,Cytosol,3494,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
C06510,Adenosine-GDP-cobinamide,C68H97CoN21O21P2,Cytosol,8741,C1=CC=C(C(=C1)CO)OCC2C(C(C(C(O2)O)O)O)O
C21153,Adenosylcobalamin 5'-phosphate,C72H101CoN18O20P2,Cytosol,313369413,
C00212,Adenosine,C10H13N5O4,Cytosol,3512,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
C00369,Starch,(C12H20O10)n,Cytosol,3659,CNC1CC(C(C(C1O)OC2C3C(C(C(O2)CO)O)OC4(O3)C(C(C(C(O4)C(CO)N)O)O)O)O)N
C00721,Dextrin,(C12H20O10)n,Cytosol,3987,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)[O-])O.[Na+]
C00208,Maltose,C12H22O11,Cytosol,3508,C=CCC(C=O)C1CCCC1O
C01935,Maltodextrin,H2O(C6H10O5)n,Cytosol,5040,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
C00021,S-Adenosyl-L-homocysteine,C14H20N6O5S,Cytosol,3323,CC(CCCC(C(F)(F)F)(C(F)(F)F)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
C03172,S-Methyl-L-methionine,C6H14NO2S,Cytosol,6054,C1=CC=C(C=C1)CCO
C04302,N-(5-Phospho-D-ribosyl)anthranilate,C12H16NO9P,Cytosol,6961,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O
C00638,Long-chain fatty acid,C3H5O2R,Cytosol,3911,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
C02843,Long-chain acyl-CoA,C23H38N7O17P3S(CH2)2n,Cytosol,5783,C1=CC(=C(C(=C1C(=O)O)Cl)Cl)Cl
C00249,Hexadecanoic acid,C16H32O2,Cytosol,3548,C1CC(CCNC1)SC2=CC=CC3=C2C=CN=C3
C00416,Phosphatidate,C5H7O8PR2,Cytosol,3706,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5
C00681,1-Acyl-sn-glycerol 3-phosphate,C4H8O7PR,Cytosol,3950,C1CCC(CC1)NC(=O)N(CCCl)N=O
C00040,Acyl-CoA,C22H35N7O17P3SR,Cytosol,3342,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
C01097,D-Tagatose 6-phosphate,C6H13O9P,Cytosol,4332,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C
C03785,"D-Tagatose 1,6-bisphosphate",C6H14O12P2,Cytosol,6535,CCOP(=O)(OCC)OCC
C16144,"4,4'-Diapophytoene",C30H48,Cytosol,47205454,C1CS(=O)(=O)CCN1CC(=O)NC2=CC=C(C=C2)F
C16145,"4,4'-Diaponeurosporene",C30H42,Cytosol,47205455,CC1=CC=C(O1)CN(C)C(=O)CN2CCS(=O)(=O)CC2
C19797,"4,4'-Diapolycopene",C30H40,Cytosol,135626264,CN(CC1=CC=CC=C1)C(=O)CCCCCOC2=C3CN4C(=C)C(=O)NC4=NC3=C(C=C2)Cl
C19840,"4,4'-Diapophytofluene",C30H46,Cytosol,135626307,C1COC(CN1)C(CCCCCOC2=C3C(=C(C=C2)F)CN4C(C(=O)NC4=N3)CO)C(=O)N
C19841,"4,4'-Diapo-zeta-carotene",C30H44,Cytosol,135626308,CN(C1CCCCC1)C(=O)CCCCCOC2=CC=CC3=C2N=C4NC(=O)C(N4C3)CO
C00440,5-Methyltetrahydrofolate,C20H25N7O6,Cytosol,3729,CC(C)NC(C)CC1=CC=C(C=C1)I
C01127,4-Hydroxy-2-oxoglutarate,C5H6O6,Cytosol,4358,C1CCC(CC1)NC(=O)NCCCC2=CC=CC=C2
C04442,2-Dehydro-3-deoxy-6-phospho-D-gluconate,C6H11O9P,Cytosol,7071,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N
C00118,D-Glyceraldehyde 3-phosphate,C3H7O6P,Cytosol,3418,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O
C17324,tRNA adenine,C10H14N5O7P(C5H8O6PR)n(C5H8O6PR)n,Cytosol,96023688,C1CNC(C2=CC(=C(C=C21)F)O)C3=CC=CC=C3S
C04432,tRNA containing 6-isopentenyladenosine,C15H22N5O7P(C5H8O6PR)n(C5H8O6PR)n,Cytosol,7063,C1=CC=C(C(=C1)C(=O)O)S[As](C2=CC=C(C=C2)NC(=O)N)SC3=CC=CC=C3C(=O)O
C00680,"meso-2,6-Diaminoheptanedioate",C7H14N2O4,Cytosol,3949,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC
C00842,dTDP-glucose,C16H26N2O16P2,Cytosol,4099,CCC1(C(=O)NC(=O)N(C1=O)C)CC
C02097,dTDP-galactose,C16H26N2O16P2,Cytosol,5181,CC(=CCCC(=CCC1=C(C=C(C=C1O)C=CC2=CC3=C(C(=C2)O)OC4(CC(C(C(C4C3)(C)C)O)O)C)O)C)C
C00177,Cyanide ion,CN,Cytosol,3477,CN1C(=O)C23CC4=CC=CC(C4N2C(=O)C1(SS3)CO)O
C01755,Thiocyanate,CHNS,Cytosol,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O
C00957,Mercaptopyruvate,C3H4O3S,Cytosol,4208,C(C(C(C(C(CBr)O)O)O)O)Br
C00404,Polyphosphate,H4P2O7(HPO3)n,Cytosol,3694,CC(C(C=O)C1CC(=C(N1)C(=O)O)SCCN=CN)O
C01172,beta-D-Glucose 6-phosphate,C6H13O9P,Cytosol,4399,CC(C)C(C(=O)O)OC(=O)C(CS)NC(=O)CCCC(C(=O)O)N
C01177,Inositol 1-phosphate,C6H13O9P,Cytosol,4404,C1C(C(OC1N2C=NC3=C(N=CN=C32)NC(=O)COC4=CC=CC=C4)CO)O
C00137,myo-Inositol,C6H12O6,Cytosol,3437,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)O
C03546,myo-Inositol 4-phosphate,C6H13O9P,Cytosol,6349,[CH3-].[Mg+2].[Br-]
C04006,1D-myo-Inositol 3-phosphate,C6H13O9P,Cytosol,6716,CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=CO3
C04242,5-Fluorodeoxyuridine monophosphate,C9H12FN2O8P,Cytosol,6908,CC1=C(C(=C(C(=C1C)C)C)C)C
C01144,(S)-3-Hydroxybutanoyl-CoA,C25H42N7O18P3S,Cytosol,4375,CNC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2
C00877,Crotonoyl-CoA,C25H40N7O17P3S,Cytosol,4133,COC(=O)C1=CC=CC=C1O
C05262,(S)-3-Hydroxydodecanoyl-CoA,C33H58N7O18P3S,Cytosol,7649,CCOC(=O)C=CC1=CC=CC=C1
C03221,2-trans-Dodecenoyl-CoA,C33H56N7O17P3S,Cytosol,6094,CC1=C(C(=NC=C1CO)C)O
C05258,(S)-3-Hydroxyhexadecanoyl-CoA,C37H66N7O18P3S,Cytosol,7645,CCC(=O)O.C1=CC=C(C=C1)[Hg]
C05259,3-Oxopalmitoyl-CoA,C37H64N7O18P3S,Cytosol,7646,CC(C)C(=O)OCC1=CC=CC=C1
C05272,trans-Hexadec-2-enoyl-CoA,C37H64N7O17P3S,Cytosol,7659,C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2
C05260,(S)-3-Hydroxytetradecanoyl-CoA,C35H62N7O18P3S,Cytosol,7647,C1=CC=C(C=C1)CCC2=CC=CC=C2
C05261,3-Oxotetradecanoyl-CoA,C35H60N7O18P3S,Cytosol,7648,C1COCCN1SSN2CCOCC2
C05273,trans-Tetradec-2-enoyl-CoA,C35H60N7O17P3S,Cytosol,7660,CC(=O)OCC=CC1=CC=CC=C1
C05263,3-Oxododecanoyl-CoA,C33H56N7O18P3S,Cytosol,7650,CCCC(=O)OCC1=CC=CC=C1
C05264,(S)-Hydroxydecanoyl-CoA,C31H54N7O18P3S,Cytosol,7651,CC(C)CC(=O)OCC1=CC=CC=C1
C05265,3-Oxodecanoyl-CoA,C31H52N7O18P3S,Cytosol,7652,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2
C05275,trans-Dec-2-enoyl-CoA,C31H52N7O17P3S,Cytosol,7662,CC(C)C(=O)OCCCC1=CC=CC=C1
C05266,(S)-3-Hydroxyoctanoyl-CoA,C29H50N7O18P3S,Cytosol,7653,C1=CC=C(C=C1)COC(=O)CCC(=O)OCC2=CC=CC=C2
C05267,3-Oxooctanoyl-CoA,C29H48N7O18P3S,Cytosol,7654,CC(=O)OCCC1=CC=CC=C1
C05276,trans-Oct-2-enoyl-CoA,C29H48N7O17P3S,Cytosol,7663,CC(C)C(=O)OCC=CC1=CC=CC=C1
C05268,(S)-Hydroxyhexanoyl-CoA,C27H46N7O18P3S,Cytosol,7655,CC(C)C(=O)OCCC1=CC=CC=C1
C05271,trans-Hex-2-enoyl-CoA,C27H44N7O17P3S,Cytosol,7658,CCCC(=O)OCCC1=CC=CC=C1
C16329,3-Hydroxy-OPC8-CoA,C39H64N7O19P3S,Cytosol,47205637,CCCCN(CC(=O)N)C(=O)C=CC1=CC=CC=C1
C16328,trans-2-Enoyl-OPC8-CoA,C39H62N7O18P3S,Cytosol,47205636,CCCCN(CC(=O)N)C(=O)C1=CC(=CC=C1)[N+](=O)[O-]
C16330,3-Oxo-OPC8-CoA,C39H62N7O19P3S,Cytosol,47205638,CCCCN(CC(=O)N)C(=O)C1=C(C=CS1)C
C16333,3-Hydroxy-OPC6-CoA,C37H60N7O19P3S,Cytosol,47205641,CCCCN(CC(=O)N)C(=O)COC1=CC=CC=C1C
C16332,trans-2-Enoyl-OPC6-CoA,C37H58N7O18P3S,Cytosol,47205640,CCCCN(CC(=O)N)C(=O)C1=CC=CC=C1C
C16334,3-Oxo-OPC6-CoA,C37H58N7O19P3S,Cytosol,47205642,C1CC1C(=O)NCC(=O)NC2=CN=CC=C2
C16337,3-Hydroxy-OPC4-CoA,C35H56N7O19P3S,Cytosol,47205645,CCCC(=O)NCC(=O)NC(C)C1=CC=C(O1)C
C16336,trans-2-Enoyl-OPC4-CoA,C35H54N7O18P3S,Cytosol,47205644,CCCC(=O)NCC(=O)NCC1=CC(=C(C=C1)F)C
C16338,3-Oxo-OPC4-CoA,C35H54N7O19P3S,Cytosol,47205646,CCCC(=O)NCC(=O)NC(C)C1=CC=C(S1)Cl
C03344,2-Methylacetoacetyl-CoA,C26H42N7O18P3S,Cytosol,6187,CC[N+](CC)(CC)C1CCC2(C(C1)CCC3C2CCC4(C3CCC4[N+](CC)(CC)CC)C)C.[I-].[I-]
C01944,Octanoyl-CoA,C29H50N7O17P3S,Cytosol,5048,C1CCN(CC1)CC2=C(C=C3C4=C2C=CC=C4C(=O)N(C3=O)CCCCCC(=O)NC5=CC=CC=C5N)O
C01832,Lauroyl-CoA,C33H58N7O17P3S,Cytosol,4951,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
C02593,Tetradecanoyl-CoA,C35H62N7O17P3S,Cytosol,5585,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
C05337,Chenodeoxycholoyl-CoA,C45H74N7O19P3S,Cytosol,7715,C1=CC=C(C=C1)OCCOCCO
C04644,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",C48H80N7O19P3S,Cytosol,7233,CCCCCCCCC=CCCCCCCCC1=NCCN1CCO
C05274,Decanoyl-CoA,C31H54N7O17P3S,Cytosol,7661,CCC(=O)OCC=CC1=CC=CC=C1
C05270,Hexanoyl-CoA,C27H46N7O17P3S,Cytosol,7657,C1=CC=C(C=C1)COCC2=CC=CC=C2
C16331,OPC6-CoA,C37H60N7O18P3S,Cytosol,47205639,CCCCN(CC(=O)N)C(=O)C1=CC=CO1
C16335,OPC4-CoA,C35H56N7O18P3S,Cytosol,47205643,CCCC(=O)NCC(=O)NC(C)C1=CC=CC=N1
C16339,(+)-7-Isojasmonic acid CoA,C33H52N7O18P3S,Cytosol,47205647,CCCC(=O)NCC(=O)NC(C)CC1=CC=CO1
C16169,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA",C43H66N7O17P3S,Cytosol,47205479,C#CCNC(=O)CCNC1=NC=CC=N1
C16376,"(6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexaenoyl-CoA",C45H68N7O18P3S,Cytosol,47205684,CCCC(=O)NCC(=O)NC1=CC=C(C=C1)Cl
C16173,"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA",C43H68N7O17P3S,Cytosol,47205483,CC1=CC(=NC=C1)NC(=O)CC2=NN3C=CC=NC3=N2
C16389,"(6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapentaenoyl-CoA",C45H70N7O18P3S,Cytosol,47205687,COC(=O)C1=CC=C(C=C1)NC(=O)CNC(=O)C2CC2
C01051,Uroporphyrinogen III,C40H44N4O16,Cytosol,4293,C1=CSC(=C1)CNS(=O)(=O)C2=CC=C(S2)S(=O)(=O)N
C03263,Coproporphyrinogen III,C36H44N4O8,Cytosol,6127,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C
C05766,Uroporphyrinogen I,C40H44N4O16,Cytosol,8061,CCCCC#N
C05768,Coproporphyrinogen I,C36H44N4O8,Cytosol,8063,CCCCC=O
C01079,Protoporphyrinogen IX,C34H40N4O4,Cytosol,4317,CC(C)CCNC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)O
C02191,Protoporphyrin,C34H34N4O4,Cytosol,5261,CCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O
C05770,Coproporphyrin III,C36H38N4O8,Cytosol,8065,C(C=CCO)O
C21284,Fe-coproporphyrin III,C36H36FeN4O8,Cytosol,318172264,
C01236,"D-Glucono-1,5-lactone 6-phosphate",C6H11O9P,Cytosol,4457,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC)O
C05116,3-Hydroxybutanoyl-CoA,C25H42N7O18P3S,Cytosol,7540,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3
C14145,(3S)-3-Hydroxyadipyl-CoA,C27H44N7O20P3S,Cytosol,7846957,CC(C(=O)NC1=CC=CC=C1F)OC(=O)CCC2=NC3=CC=CC=C3S2
C02232,3-Oxoadipyl-CoA,C27H42N7O20P3S,Cytosol,5296,COC(=O)CC1CCC(OO1)C2CCC(O2)CCCCCCC=CC=CCCC=C
C06752,"1,2-Dichloroethane",C2H4Cl2,Cytosol,8973,COC(C(C=O)O)C(C(CO)O)O
C06753,2-Chloroethanol,C2H5ClO,Cytosol,8974,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)Cl)N
C01327,Hydrochloric acid,HCl,Cytosol,4538,C1=CC(=CC(=C1)O)C(CN)O
C06609,"trans-1,3-Dichloropropene",C3H4Cl2,Cytosol,8835,CCCC(=O)OCCC(C)CCC=C(C)C
C06611,trans-3-Chloro-2-propene-1-ol,C3H5ClO,Cytosol,8837,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC
C06610,"cis-1,3-Dichloropropene",C3H4Cl2,Cytosol,8836,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
C06612,cis-3-Chloro-2-propene-1-ol,C3H5ClO,Cytosol,8838,CCCCCCCCCCCCCCCCCC(=O)NCCNCCO
C06597,"1,3,4,6-Tetrachloro-1,4-cyclohexadiene",C6H4Cl4,Cytosol,8823,CCOC(=S)S
C06598,"2,4,5-Trichloro-2,5-cyclohexadiene-1-ol",C6H5Cl3O,Cytosol,8824,CCOC(=S)[S-].[Na+]
C06599,"2,5-Dichloro-2,5-cyclohexadiene-1,4-diol",C6H6Cl2O2,Cytosol,8825,CC(C)OC(=S)[S-].[K+]
C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",C6H6Cl6,Cytosol,9201,C1C2=CC=CC=C2C3=CC4=CC=CC=C4C=C31
C16181,"beta-2,3,4,5,6-Pentachlorocyclohexanol",C6H7Cl5O,Cytosol,47205490,CCCCN(C)C(=O)C(=O)NC1=NOC(=C1)C
C16182,"beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol",C6H8Cl4O2,Cytosol,47205491,CC(C(=O)NC1=NC2=CC=CC=C2S1)N3C=CN=C3
C04253,Electron-transferring flavoprotein,,Cytosol,6918,C1=CSC=C1C(=O)O
