Metabolite ID,Name,Formula/Composition,Compartment,PubChem ID,Canonical SMILES
C01137,S-Adenosylmethioninamine,C14H23N6O3S,Cytosol,4368,CC1=C(C(=CC=C1)C(=O)NO)N(CC2=CN=CC=C2)S(=O)(=O)C3=CC=C(C=C3)OC
C00134,Putrescine,C4H12N2,Cytosol,3434,C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-]
C00170,5'-Methylthioadenosine,C11H15N5O3S,Cytosol,3470,CC1=CCCC(=CCC(CC1)C(=C)C)C
C00315,Spermidine,C7H19N3,Cytosol,3609,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O
C01672,Cadaverine,C5H14N2,Cytosol,4816,CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
C16565,Aminopropylcadaverine,C8H21N3,Cytosol,51090894,CC(C)N(C)CCCNC(=O)C1=C(N(N=C1)C(C)(C)C)C(F)(F)F
C20258,"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate",C7H9NO5,Cytosol,163311998,COC1CCC(CC1NC2=NC=CN=C2C#N)C(=O)N3CCC4=CC=CC=C4C3
C00085,D-Fructose 6-phosphate,C6H13O9P,Cytosol,3385,C1=C(C(=O)NC(=O)N1)F
C00352,D-Glucosamine 6-phosphate,C6H14NO8P,Cytosol,3645,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COP(=O)(O)O)O)C)O
C04752,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,C6H11N3O7P2,Cytosol,7322,C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O
C04327,4-Methyl-5-(2-phosphooxyethyl)thiazole,C6H10NO4PS,Cytosol,6980,C1=CC(=C(C=C1Cl)[N+](=O)[O-])O
C01081,Thiamin monophosphate,C12H18N4O4PS,Cytosol,4319,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CC6=C(C=C5)OCO6
C20247,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate,C7H10NO6PS,Cytosol,163311990,CC1=CN2C(=C(C=N2)C(=O)N3CCCC34CCCN(C4=O)CC5=CC=CC=N5)C=C1
C00037,Glycine,C2H5NO2,Cytosol,3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
C15809,Iminoglycine,C2H3NO2,Cytosol,47205134,CC(C)COCC(CNC(=O)NC1=CC=CC=C1)O
C00027,Hydrogen peroxide,H2O2,Cytosol,3329,CC(C1C2N(C1=O)C(=C(S2)C3CCCO3)C(=O)O)O
C11437,1-Deoxy-D-xylulose 5-phosphate,C5H11O7P,Cytosol,13609,C1CCCC=CCC1
C15814,Thiocarboxy-[sulfur-carrier protein],C4H7N2O2SR,Cytosol,47205139,C1=CC=C(C(=C1)CNC(=O)NCC2=CC=NN2)F
C20246,"2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate",C7H10NO6PS,Cytosol,163311989,C1CCN(CCCNC(=O)CC(NC1)C2=CC=CC=C2)C(=O)CN3CCN(CC3)C4=NC=CC=N4
C15810,Sulfur-carrier protein,C4H7N2O3R,Cytosol,47205135,CC1=CC(=CC=C1)NC(=O)NCC(COCC(C)C)O
C01279,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,Cytosol,4498,C1CC(CNC1)C(=O)O
C04556,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,C6H10N3O4P,Cytosol,7161,CCCCOC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl
C03373,Aminoimidazole ribotide,C8H14N3O7P,Cytosol,6208,COC1=CC=C(O1)C=O
C00019,S-Adenosyl-L-methionine,C15H22N6O5S,Cytosol,3321,CCCCCCCC=CC(C#CC#CC(C=C)O)O
C05198,5'-Deoxyadenosine,C10H13N5O3,Cytosol,7603,CCNC1=CC=CC(=C1)C
C00073,L-Methionine,C5H11NO2S,Cytosol,3373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
C00237,CO,CO,Cytosol,3536,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=CC3=C(NC4=C3C5=C(C=C4)N=CS5)O
C00269,CDP-diacylglycerol,C14H19N3O15P2R2,Cytosol,3567,CC(C)(CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
C00065,L-Serine,C3H7NO3,Cytosol,3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
C02737,Phosphatidylserine,C8H12NO10PR2,Cytosol,5698,C1=[N+](C2=C(N1)C(=O)NC(=O)N2)C3C(C(C(O3)COP(=O)(O)O)O)O
C00350,Phosphatidylethanolamine,C7H12NO8PR2,Cytosol,3643,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)O)O)C)O
C19848,Adenylated molybdopterin,C20H26N10O12P2S2,Cytosol,135626315,CN(CC1CC1)C(=O)CCCOC2=CC=CC3=C2N=C4NC(=O)C(N4C3)CO
C06232,Molybdate,H2MoO4,Cytosol,8475,C1=CC(=C(C=C1C(F)(F)F)N)Cl
C18237,Molybdoenzyme molybdenum cofactor,C10H12MoN5O8PS2,Cytosol,103061419,CC1=CC(=C(C=C1)N(C)CC2COCCC2O)C
C02730,2-Succinylbenzoate,C11H10O5,Cytosol,5692,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)O)[NH2+]CC6=CC=C(C=C6)C[NH2+]C7C(OC(CC7O)OC8CC(CC9=C8C(=C1C(=C9O)C(=O)C2=C(C1=O)C(=CC=C2)OC)O)(C(=O)C)O)C
C05817,"(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate",C11H12O6,Cytosol,8112,C(CNCCO)N
C02137,alpha-Oxo-benzeneacetic acid,C8H6O3,Cytosol,5216,CCNC1=NC(=NC(=N1)Cl)NCC
C00261,Benzaldehyde,C7H6O,Cytosol,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
C03590,4-Hydroxyphenylglyoxylate,C8H6O4,Cytosol,6381,C[N+](C)(C)C.[I-]
C00633,4-Hydroxybenzaldehyde,C7H6O2,Cytosol,3906,CCCCCCCCC(C=CC=CC=CC(CCCC(=O)O)O)O
C00149,(S)-Malate,C4H6O5,Cytosol,3449,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
C21310,"(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate",C10H16N5O14P3,Cytosol,319075052,
C18239,Precursor Z,C10H14N5O8P,Cytosol,103061421,CCN1CCC(CC1)N(C)CC2COCCC2O
C00030,Reduced acceptor,,Cytosol,3332,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O
C00028,Acceptor,,Cytosol,3330,C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F
C00206,dADP,C10H15N5O9P2,Cytosol,3506,CC(=CC(=O)CC(C=O)C1C(CC2(C1(C(CC3C2=CCC4C3(CCC(C4(C)C(=O)OC5C(C(C(C(O5)CO)O)O)O)OC(=O)C)C)O)C)CO)O)C
C00343,Thioredoxin disulfide,C10H12N4O4S2R4,Cytosol,3636,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
C00342,Thioredoxin,C10H14N4O4S2R4,Cytosol,3635,CCN(CC)CCCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O
C01346,dUDP,C9H14N2O11P2,Cytosol,4551,C1C2=NOC(=O)N2C3=C(O1)C=CC(=C3)Br
C00361,dGDP,C10H15N5O10P2,Cytosol,3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
C00035,GDP,C10H15N5O11P2,Cytosol,3337,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
C00705,dCDP,C9H15N3O10P2,Cytosol,3972,CC(C)N1C=C2CC3C(CC(CN3C)C(=O)OC(C)C(C)O)C4=C2C1=CC=C4
C00112,CDP,C9H15N3O11P2,Cytosol,3412,CC(=O)NC(CCCN(C=O)O)C(=O)NC(CO)C(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C=O)O)O
C00988,2-Phosphoglycolate,C2H5O6P,Cytosol,4234,C[N+]1=CC=C(C=C1)C2=C3C=CC(=C(C4=CC=C(N4)C(=C5C=CC(=N5)C(=C6C=CC2=N6)C7=CC=[N+](C=C7)C)C8=CC=[N+](C=C8)C)C9=CC=[N+](C=C9)C)N3
C00160,Glycolate,C2H4O3,Cytosol,3460,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC
C01005,O-Phospho-L-serine,C3H8NO6P,Cytosol,4251,C1=CC(=C(C=C1O)O)C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)O
C03232,3-Phosphonooxypyruvate,C3H5O7P,Cytosol,6103,C1=CC2=C(C=C1Cl)N=C(O2)N
C06055,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,Cytosol,8325,C1=CC=C(C=C1)C(=O)NC2=CC=CC3=C2C(=O)C4=C(C3=O)C(=CC=C4)Cl
C06054,2-Oxo-3-hydroxy-4-phosphobutanoate,C4H7O8P,Cytosol,8324,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)NC4=CC=CC5=C4C(=O)C6=C(C5=O)C(=CC=C6)NC7=CC=CC8=C7C(=O)C9=CC=CC=C9C8=O
C00158,Citrate,C6H8O7,Cytosol,3458,CC(=O)OC1CC2C(C(=O)C=CC2(C3C1(C45C(O4)C(=O)OC(C5(CC3)C)C6=COC=C6)C)C)(C)C
C00036,Oxaloacetate,C4H4O5,Cytosol,3338,CCCCC(C1=CC=CC=C1)O
C00086,Urea,CH4N2O,Cytosol,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
C00288,HCO3-,HCO3,Cytosol,3583,CC(C)C(C=C(C)C(=O)O)N(C)C(=O)C(C(C)(C)C)NC(=O)C(C(C)(C)C1=CN(C2=CC=CC=C21)C)NC
C00647,Pyridoxamine phosphate,C8H13N2O5P,Cytosol,3919,CC(=O)C(=C(NC1=CC(=CC=C1)F)O)C#N
C00018,Pyridoxal phosphate,C8H10NO6P,Cytosol,3320,CC12CC(=O)NC13CC4C(C(C(=N4)CC5=C(C6=C(N5)C(=C7C(C(C(=CC(C2CCC(=O)O)N3)N7)CC(=O)O)CCC(=O)O)C(=O)CC6)CC(=O)O)(C)CC(=O)N)CCC(=O)O
C00627,Pyridoxine phosphate,C8H12NO6P,Cytosol,3900,CC1=C(OC(=O)O1)COC(=O)C2C(SC3N2C(=O)C3NC(=O)C(C4=CC=CC=C4)N)(C)C
C00534,Pyridoxamine,C8H12N2O2,Cytosol,3816,CC(=C)C1CNC(C1CC(=O)O)C(=O)O
C00250,Pyridoxal,C8H9NO3,Cytosol,3549,CCOC(=O)C1=C(OC2=C(C1C(C#N)C(=O)OCC)C=C(C=C2)Br)N
C00314,Pyridoxine,C8H11NO3,Cytosol,3608,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2
C00221,beta-D-Glucose,C6H12O6,Cytosol,3521,C(CSSCCN=C(N)N)N=C(N)N
C00984,alpha-D-Galactose,C6H12O6,Cytosol,4231,C1=CC(=CC=C1C2=C3C=CC(=C(C4=NC(=C(C5=CC=C([N-]5)C(=C6C=CC2=N6)C7=CC=C(C=C7)C(=O)O)C8=CC=C(C=C8)C(=O)O)C=C4)C9=CC=C(C=C9)C(=O)O)[N-]3)C(=O)O.[Mn+3]
C00095,D-Fructose,C6H12O6,Cytosol,3395,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C
C05345,beta-D-Fructose 6-phosphate,C6H13O9P,Cytosol,7723,C1=CC(=CC=C1CCl)Cl
C02336,beta-D-Fructose,C6H12O6,Cytosol,5386,C1CC(OC1)N2C=C(C(=O)NC2=O)F
C00016,FAD,C27H33N9O15P2,Cytosol,3318,CCCCCC=CCC=CCC=CCC=CCCC(C)C(=O)NCCF
C00111,Glycerone phosphate,C3H7O6P,Cytosol,3411,C1=NC(=O)C2=NNC(=C2N1)C3C(C(C(O3)CO)O)O
C01352,FADH2,C27H35N9O15P2,Cytosol,4556,CC(=CCC1=C(C2=CC=CC=C2NC1=O)OCC=C(C)C)C
C03372,Acylglycerone phosphate,C4H6O7PR,Cytosol,6207,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
C00339,Long-chain alcohol,CH3OR,Cytosol,3632,CCC1=CC2CC(C1)C3=C(C4=C(C=C(C=C4)Cl)N=C3C2)N
C03715,O-Alkylglycerone phosphate,C3H6O6PR,Cytosol,6481,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1
C03129,Long-chain acid anion,C3H4O2R(C2H4)n,Cytosol,6021,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O
C01885,1-Acylglycerol,C4H7O4R,Cytosol,4998,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC
C00116,Glycerol,C3H8O3,Cytosol,3416,CCC(=C(CC)C1=CC=C(C=C1)OP(=O)(O)O)C2=CC=C(C=C2)OP(=O)(O)O
C00162,Fatty acid,CHO2R,Cytosol,3462,CCCCC(C)(C)C(C=CC1C(CC(=O)C1CCCCC=CC(=O)OC)O)O
C00641,"1,2-Diacyl-sn-glycerol",C5H6O5R2,Cytosol,3914,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O
C06364,"1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol",C11H16O10R2,Cytosol,8600,CCCC(=O)OC1=C(C(=O)OC1=O)OC(=O)CCC
G10608,Glycan,(UDP-Glc)1,Cytosol,,
G13187,Glycan,(DAG)1 (Glc)1,Cytosol,,
C16519,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,C14H16O9,Cytosol,51090848,CCOC1CCN(CC1)C(=O)C2=CC3=C(N2)C(=CC=C3)[N+](=O)[O-]
C20386,Biotin sulfoxide,C10H16N2O4S,Cytosol,163312124,CC1=CC(=NC(=C1C#N)C)N2CC3CC4COCC4C3C2
C00120,Biotin,C10H16N2O3S,Cytosol,3420,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
C01847,Reduced FMN,C17H23N4O9P,Cytosol,4964,C1=CC(=CC=C1C(=O)CBr)O
C03114,Dimethylbenzimidazole,C9H10N2,Cytosol,6009,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
C00279,D-Erythrose 4-phosphate,C4H9O7P,Cytosol,3574,CCCCCCCCCCCCCCCC(=O)OC1CC(=C(C(C1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)C)C)C)C
C00446,alpha-D-Galactose 1-phosphate,C6H13O9P,Cytosol,3734,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O
C00103,D-Glucose 1-phosphate,C6H13O9P,Cytosol,3403,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
C03479,Folinic acid,C20H23N7O7,Cytosol,6294,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
C00445,"5,10-Methenyltetrahydrofolate",C20H22N7O6,Cytosol,3733,CC(CCC(=O)O)CC(C)CC(C)C(=O)C=C(C(C)CC(C)CC=CC(C)C(C(C)C(CC1CCC(O1)(C)C2CCC(O2)(C)C(C)O)O)O)O
C00075,UTP,C9H15N2O15P3,Cytosol,3375,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
C03862,Dolichyl phosphate D-mannose,C26H47O9P(C5H8)n,Cytosol,6598,CN(C)C(=O)Cl
C02189,[Protein]-L-serine,C4H6N2O3R2,Cytosol,5260,CCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O
C00110,Dolichyl phosphate,C20H37O4P(C5H8)n,Cytosol,3410,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
C02863,3-O-(alpha-D-Mannosyl)-L-serinyl-[protein],C10H16N2O8R2,Cytosol,5800,C1=CC=C(C(=C1)N)O.Cl
G10617,Glycan,(Man)1 (P-Dol)1,Cytosol,,
G10622,Glycan,(P-Dol)1,Cytosol,,
G13027,Glycan,(Man)1 (Ser/Thr)1,Cytosol,,
C19803,[Protein]-L-threonine,C5H8N2O3R2,Cytosol,135626270,CCCCCCN(C(C)O)C(=O)CCCOC1=C(C=CC2=C1CN3C(=C)C(=O)NC3=N2)F
C20722,3-O-(alpha-D-Mannosyl)-L-threonyl-[protein],C11H18N2O8R2,Cytosol,254741191,
C11355,4-Amino-4-deoxychorismate,C10H11NO5,Cytosol,13530,C(C(=O)C(Cl)Cl)Cl
C01647,tRNA(Met),,Cytosol,4796,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(F)(F)P(=O)(O)O)O)O)O)N
C02430,L-Methionyl-tRNA,C20H30N6O11PSR(C5H8O6PR)n,Cytosol,5457,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2
C05335,L-Selenomethionine,C5H11NO2Se,Cytosol,7713,C1=CC=C(C=C1)OCCOC2=CC=CC=C2
C05336,Selenomethionyl-tRNA(Met),C20H30N6O11PSeR(C5H8O6PR)n,Cytosol,7714,CCCCCCCC1CCC(=O)O1
C01013,3-Hydroxypropanoate,C3H6O3,Cytosol,4258,CC1=C(N2C(C(C2=O)(NC(=O)C(C3=CC=C(C=C3)O)C(=O)O)OC)OC1)C(=O)O
C00222,3-Oxopropanoate,C3H4O3,Cytosol,3522,C1=NC2=C(N1C3C(C(C(O3)CO)OP(=O)(O)O)O)NC(=NC2=O)N
C00117,D-Ribose 5-phosphate,C5H11O8P,Cytosol,3417,CC1C(O1)P(=O)(O)O
C04501,N-Acetyl-alpha-D-glucosamine 1-phosphate,C8H16NO9P,Cytosol,7115,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3
C00043,UDP-N-acetyl-alpha-D-glucosamine,C17H27N3O17P2,Cytosol,3345,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
C06156,alpha-D-Glucosamine 1-phosphate,C6H14NO8P,Cytosol,8412,C1=CC=C2C(=C1)C=CC(=N2)C3=NC4=CC=CC=C4C=C3
C00412,Stearoyl-CoA,C39H70N7O17P3S,Cytosol,3702,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
C00999,Ferrocytochrome b5,,Cytosol,4245,CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)O)OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CC)O)C)C)C
C00510,Oleoyl-CoA,C39H68N7O17P3S,Cytosol,3793,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
C00996,Ferricytochrome b5,,Cytosol,4242,CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)[O-])OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C
C00154,Palmitoyl-CoA,C37H66N7O17P3S,Cytosol,3454,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N
C21072,Palmitoleoyl-CoA,C37H64N7O17P3S,Cytosol,295369334,
C00455,Nicotinamide D-ribonucleotide,C11H15N2O8P,Cytosol,3741,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
C00105,UMP,C9H13N2O9P,Cytosol,3405,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
C00857,Deamino-NAD+,C21H27N6O15P2,Cytosol,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
C01185,Nicotinate D-ribonucleotide,C11H15NO9P,Cytosol,4411,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
C00882,Dephospho-CoA,C21H35N7O13P2S,Cytosol,4138,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
C00459,dTTP,C10H17N2O14P3,Cytosol,3743,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I
C00364,dTMP,C10H15N2O8P,Cytosol,3655,C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O
C00631,2-Phospho-D-glycerate,C3H7O7P,Cytosol,3904,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
C00074,Phosphoenolpyruvate,C3H5O6P,Cytosol,3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
C04494,Guanosine 3'-diphosphate 5'-triphosphate,C10H18N5O20P5,Cytosol,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N
C01228,"Guanosine 3',5'-bis(diphosphate)",C10H17N5O17P4,Cytosol,4450,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
C00152,L-Asparagine,C4H8N2O3,Cytosol,3452,C#CC(CCC(=O)O)N
C00136,Butanoyl-CoA,C25H42N7O17P3S,Cytosol,3436,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)[O-]
C05269,3-Oxohexanoyl-CoA,C27H44N7O18P3S,Cytosol,7656,C1=CC=C(C=C1)CNCC2=CC=CC=C2
C00283,Hydrogen sulfide,H2S,Cytosol,3578,CC1=C(C2=CC3=NC(=CC4=C(C(=CO)C(=N4)C=C5C(=C(C(=N5)C=C1N2)C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)C)CCC(=O)O)C(=C3C)CCC(=O)O)C=C
C00097,L-Cysteine,C3H7NO2S,Cytosol,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
C00155,L-Homocysteine,C4H9NO2S,Cytosol,3455,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
C02291,L-Cystathionine,C7H14N2O4S,Cytosol,5347,CCCCCCCCCCCCCCCC(=O)OC(COC1C(C(C(C(O1)CS(=O)(=O)O)O)O)O)COC(=O)CCCCCCCCCCCCCC=CCC
C05698,Selenohomocysteine,C4H9NO2Se,Cytosol,8005,CCCCCl
C05699,L-Selenocystathionine,C7H14N2O4Se,Cytosol,8006,C(CCl)CBr
C01118,O-Succinyl-L-homoserine,C8H13NO6,Cytosol,4349,CC(C(CC1=CC=CC=C1)NC(=O)C2CCCN2C(=O)C(C)NC(=O)OCC3=CC=CC=C3)O
C00109,2-Oxobutanoate,C4H6O3,Cytosol,3409,COC1=CC=C(C=C1)C2=COC3=CC(=O)C=CC3=C2O
C00042,Succinate,C4H6O4,Cytosol,3344,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3
C01077,O-Acetyl-L-homoserine,C6H11NO4,Cytosol,4315,COC(=O)N1C=CN(C(=C1)CC(=O)NCC2=CC3=C(C=C2)OCO3)C4=NC(=NC=C4)N5C=CN=C5
C00320,Thiosulfate,HS2O3,Cytosol,3614,CN1C=C(N=C1)CCN
C00094,Sulfite,H2SO3,Cytosol,3394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
C00542,Cystathionine,C7H14N2O4S,Cytosol,3823,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
C05702,O-Phosphorylhomoserine,C4H10NO6P,Cytosol,8009,C=CCC#N
C05688,L-Selenocysteine,C3H7NO2Se,Cytosol,7995,C=CCN=C(N)S
C00188,L-Threonine,C4H9NO3,Cytosol,3488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
C05852,2-Hydroxyphenylacetate,C8H8O3,Cytosol,8145,COCCCCCOC
C00544,Homogentisate,C8H8O4,Cytosol,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
C00310,D-Xylulose,C5H10O5,Cytosol,3604,C[N+](C)(C)CCCCCC[N+](C)(C)C
C00231,D-Xylulose 5-phosphate,C5H11O8P,Cytosol,3530,CC(=CCCC1(C(CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C1(C2=O)CC=C(C)C)CC(CC=C(C)C)C(=C)C)CC=C(C)C)C)C
C00341,Geranyl diphosphate,C10H20O7P2,Cytosol,3634,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O
C00129,Isopentenyl diphosphate,C5H12O7P2,Cytosol,3429,CC(C(C(C(CO)O)O)O)O
C16826,"2-cis,6-trans-Farnesyl diphosphate",C15H28O7P2,Cytosol,96023350,CC(C)C1CCC(CC1)C2C3=C(CCN2)C=CC(=C3F)O
C00122,Fumarate,C4H4O4,Cytosol,3422,CC(C=CC1CC=CC(=O)O1)(C(CC(C=CC=CC=CCO)O)OP(=O)(O)O)O
C00354,"D-Fructose 1,6-bisphosphate",C6H14O12P2,Cytosol,3647,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1
C05378,"beta-D-Fructose 1,6-bisphosphate",C6H14O12P2,Cytosol,7752,CCOC(=O)NC
C11811,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate,C5H12O8P2,Cytosol,13975,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)Cl)Br)C3=CC=CC=C3
C00138,Reduced ferredoxin,,Cytosol,3438,C1=COC(=C1)CN
C00139,Oxidized ferredoxin,,Cytosol,3439,CN(CC1=COC2=NC(=NC(=C12)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
C00235,Dimethylallyl diphosphate,C5H12O7P2,Cytosol,3534,C1COCCN1C2=CC=C(C=C2)SC3=CC=CC4=C3C(=NC(=N4)N)N
C04506,Protein C-terminal S-farnesyl-L-cysteine,C20H33N2O3SR(C2H2NOR)n,Cytosol,7120,CCN(CC)C1=CC=C(C=C1)N
C00132,Methanol,CH4O,Cytosol,3432,CCCCC(C)C(C(CC(C)CCCCCCC(CC(C(C)N)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
C04748,Protein C-terminal S-farnesyl-L-cysteine methyl ester,C21H35N2O3SR(C2H2NOR)n,Cytosol,7318,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)O
